candidate_1,candidate_2,similarity,party_1,party_2,same_party
Line Østergaard Olsen (I),Thomas Jean Nielsen (M),0.14279939612652578,I,M,False
Gabriel Egholm Rasmussen (Ø),Julius Lundsteen (F),0.14269142561600248,Ø,F,False
Jens Otto Jarløv (B),Malene Sandfeld (V),0.14252498922970266,B,V,False
Bianca Vitting (Ø),Peter Kristiansen (F),0.14242587206100232,Ø,F,False
Jacob Rosenberg (C),Mads Simonsen (A),0.14238893257920043,C,A,False
Rosa Agersnap Bone (Ø),Søren Dahlstrøm (A),0.14232925345475983,Ø,A,False
Kurt Pii (M),Sofie Kümpel (A),0.14218954721896065,M,A,False
David Michael Gerschwald (O),Sine Heltberg (A),0.142150471746119,O,A,False
Else Marie Thorgaard (C),Rasmus Holme (Ø),0.14212747771151207,C,Ø,False
Casper Pedersen (V),Mads Freund (M),0.1420058288339677,V,M,False
Casper Pedersen (V),Jens Otto Jarløv (B),0.1419374741173521,V,B,False
Claude Teisen-Simony (T),Lotte Kofoed (F),0.14166746390682083,T,F,False
Julius Lundsteen (F),Thomas Jean Nielsen (M),0.14158881920934377,F,M,False
Kurt Pii (M),Nikolaj Rachdi Bührmann (F),0.14155144344418816,M,F,False
Kim Christiansen (A),Søren Frost (V),0.1414005646647521,A,V,False
Kim Christiansen (A),Mette Bram (Å),0.1413895085910123,A,Å,False
Eva Bechmann (Æ),René Hülz (F),0.1413329595673909,Æ,F,False
Bjarke Bisgaard Yolal (F),Julius Lundsteen (F),0.14132436070739218,F,F,True
Henrik Kragelund (C),Joseph Favilla (I),0.14123376605978394,C,I,False
Else Marie Thorgaard (C),Laura Lindahl (C),0.14092592884400837,C,C,True
Jesper Ronald Jensen (C),Peter Kristiansen (F),0.14090210353853969,C,F,False
Mads Freund (M),Malou Ananiassen (C),0.14073020471448575,M,C,False
Bianca Vitting (Ø),Brian Holm (C),0.14056514667291578,Ø,C,False
Fasael Rehman (C),Sofie Kümpel (A),0.14054424011714883,C,A,False
Mads Freund (M),Per Odin Thiim Thim (E),0.1404316919299763,M,E,False
Line Østergaard Olsen (I),Nikolaj Bøgh (C),0.1402715153988166,I,C,False
Palle Bisgaard (Ø),Sofie Kümpel (A),0.140237691088517,Ø,A,False
Jan E. Jørgensen (V),Jens Otto Jarløv (B),0.14001473739092335,V,B,False
Fasael Rehman (C),Nikolaj Rachdi Bührmann (F),0.1398982716358031,C,F,False
Gabriel Egholm Rasmussen (Ø),Peder Brandhof (C),0.13982154733359417,Ø,C,False
Daniel Panduro (Ø),Søren Dahlstrøm (A),0.13966972246971326,Ø,A,False
Freja Fokdal (B),Thomas Frank (A),0.13962457471444636,B,A,False
Palle Bisgaard (Ø),Thomas Frank (A),0.13939618244048305,Ø,A,False
Fasael Rehman (C),Thomas Frank (A),0.13938315689440187,C,A,False
Merete Winther Hildebrandt (C),René Hülz (F),0.13925137102202548,C,F,False
David Michael Gerschwald (O),Marie Budtz Andersen (C),0.13918320517721638,O,C,False
Anne Eggen (Ø),Kurt Pii (M),0.1391255129156183,Ø,M,False
Emil Samaras (Ø),Peder Brandhof (C),0.13909403246331886,Ø,C,False
Søren Dahlstrøm (A),Tilde Nordin Dræger (Ø),0.13902485598677633,A,Ø,False
Joachim Høyrup (V),Mads Simonsen (A),0.13896961127961166,V,A,False
Lone Loklindt (B),Nikolaj Rachdi Bührmann (F),0.13892205370507502,B,F,False
Anders Storgaard (C),Brian Holm (C),0.13890466024254108,C,C,True
Julius Lundsteen (F),Rune Rummel (A),0.13884883919267624,F,A,False
Nikolaj Rachdi Bührmann (F),Tim Tue Wodskou (Å),0.1386377010831276,F,Å,False
Anne Eggen (Ø),Christina Sylvest-Noer (A),0.13859974633416758,Ø,A,False
Jan E. Jørgensen (V),Peder Brandhof (C),0.13834964234776942,V,C,False
Laura Lindahl (C),Peter Kristiansen (F),0.13828560128378883,C,F,False
Brian Holm (C),Joseph Favilla (I),0.1382625076060094,C,I,False
Malte Mathies Løcke (A),René Hülz (F),0.13821309576567864,A,F,False
Eva Bechmann (Æ),Thomas Frank (A),0.13804589844987605,Æ,A,False
Nikolaj Rachdi Bührmann (F),Rami Zouzou (C),0.13802951979594652,F,C,False
Isabel Havndrup Aackmann (B),Per Toni Hansen (B),0.13780199773684837,B,B,True
Janek Balling Majewicz (A),Rikke Alice Bille (B),0.13772781459055408,A,B,False
Asbjørn Dalgaard (A),Søren Dahlstrøm (A),0.13770826553290022,A,A,True
Anne Eggen (Ø),Lars Berg Andersen (I),0.13762716054369206,Ø,I,False
Mads Simonsen (A),Malene Sandfeld (V),0.1374992811609804,A,V,False
Else Marie Thorgaard (C),Pil Yildiz (Ø),0.13738126033753678,C,Ø,False
August Gade (F),Nikolaj Rachdi Bührmann (F),0.13735766143214553,F,F,True
Peter Kristiansen (F),Rasmus Edelberg (A),0.1373391936467587,F,A,False
Casper Pedersen (V),Thomas Mølgaard Andersen (Å),0.13727658971500462,V,Å,False
Lars Berg Andersen (I),Mads Simonsen (A),0.1371163213335264,I,A,False
Peder Brandhof (C),Søren Brønchenburg (C),0.13697747300535906,C,C,True
Palle Bisgaard (Ø),Thomas Mølgaard Andersen (Å),0.13697224848918535,Ø,Å,False
Casper Pedersen (V),Claude Teisen-Simony (T),0.13690432182244477,V,T,False
Eva Bechmann (Æ),Janek Balling Majewicz (A),0.13688778018874595,Æ,A,False
Per Paludan Hansen (V),Vibeke Westh (A),0.13686179964012077,V,A,False
Kim Christiansen (A),Malte Mathies Løcke (A),0.13673279328196933,A,A,True
Claus Wagenblast-Franck (C),Else Marie Thorgaard (C),0.1366683557628849,C,C,True
Cecilie Fisker (M),Nikolaj Rachdi Bührmann (F),0.13658406827896763,M,F,False
Anne Eggen (Ø),Thomas Jean Nielsen (M),0.13655541902993254,Ø,M,False
Annedorthe Kring (Å),Line Østergaard Olsen (I),0.13643686909467487,Å,I,False
Kim Hjerrild (Å),Tina Jacobsen (C),0.1363814018813636,Å,C,False
Mette Bram (Å),René Hülz (F),0.13635829259508175,Å,F,False
Merete Winther Hildebrandt (C),Nikolaj Rachdi Bührmann (F),0.13633490231667722,C,F,False
Daniel Panduro (Ø),Peter Kristiansen (F),0.13631676326189798,Ø,F,False
Jesper Jerry Schou Nielsen (F),Malene Sandfeld (V),0.13630576276307263,F,V,False
Anne Eggen (Ø),Caspar Stefani (C),0.13616606832093472,Ø,C,False
Kim Christiansen (A),Tina Jacobsen (C),0.13614526561461127,A,C,False
Henrik Kragelund (C),Jesper Ronald Jensen (C),0.13601005624314888,C,C,True
Bettina Palle (I),Rami Zouzou (C),0.1359110921856187,I,C,False
Helle Sjelle (M),Peder Brandhof (C),0.13590646610519164,M,C,False
Per Paludan Hansen (V),Søren Frost (V),0.13574526227473496,V,V,True
Anne Eggen (Ø),David Michael Gerschwald (O),0.13572937018700293,Ø,O,False
Daniel Panduro (Ø),Jens Otto Jarløv (B),0.13560001428135413,Ø,B,False
Jens Otto Jarløv (B),Palle Bisgaard (Ø),0.13537954893242155,B,Ø,False
Britt Dam (A),Peder Brandhof (C),0.1353401686703222,A,C,False
Bianca Vitting (Ø),Søren Dahlstrøm (A),0.1352603429187595,Ø,A,False
Rasmus Edelberg (A),René Hülz (F),0.13524840298724938,A,F,False
Maj-Britt Mathiesen (C),Vibeke Westh (A),0.13522614120717483,C,A,False
Henrik Kragelund (C),Tina Jacobsen (C),0.13519860273043663,C,C,True
Brian Holm (C),Ebbe Wendt Lorenzen (A),0.1351394821416737,C,A,False
Jimmy Streit (C),Thomas Frank (A),0.1351143411053043,C,A,False
Jimmy Streit (C),Peder Brandhof (C),0.13503617203277266,C,C,True
Kristoffer Appel (A),Søren Dahlstrøm (A),0.13484258912955613,A,A,True
Joseph Favilla (I),Sine Heltberg (A),0.13466980796507314,I,A,False
Palle Bisgaard (Ø),Søren Dahlstrøm (A),0.13466442731233885,Ø,A,False
Rikke Alice Bille (B),Sofie Kümpel (A),0.13465724986927108,B,A,False
Jacob Rosenberg (C),Thomas Frank (A),0.13460395391165614,C,A,False
Asbjørn Dalgaard (A),Sofie Kümpel (A),0.13454765226090917,A,A,True
Michella Lescher (F),Søren Dahlstrøm (A),0.13453072157276544,F,A,False
Britt Dam (A),Claude Teisen-Simony (T),0.1341469373918633,A,T,False
Isabel Havndrup Aackmann (B),Nikolaj Rachdi Bührmann (F),0.13414218966112684,B,F,False
Matthew Dawids (O),Nikolaj Rachdi Bührmann (F),0.1340985611584952,O,F,False
Fasael Rehman (C),René Hülz (F),0.13404189865577018,C,F,False
Pil Yildiz (Ø),Søren Dahlstrøm (A),0.13393377467731823,Ø,A,False
Kim Christiansen (A),Rami Zouzou (C),0.13384243691296568,A,C,False
Frederik Tuxen Bjerrum (I),Sofie Kümpel (A),0.13382334170177398,I,A,False
Claude Teisen-Simony (T),Per Odin Thiim Thim (E),0.13371771141176997,T,E,False
David Michael Gerschwald (O),Nikolaj Rachdi Bührmann (F),0.1336597969147376,O,F,False
Brian Holm (C),Emil Samaras (Ø),0.1336588011747275,C,Ø,False
Britt Dam (A),Per Paludan Hansen (V),0.13357461454274736,A,V,False
Lone Loklindt (B),Mads Simonsen (A),0.1335057926939647,B,A,False
Anne Eggen (Ø),Jimmy Streit (C),0.13343787747551328,Ø,C,False
Anne Eggen (Ø),Casper Pedersen (V),0.13333209984333894,Ø,V,False
Brian Holm (C),Rami Zouzou (C),0.13318986467871086,C,C,True
David Michael Gerschwald (O),Thomas Frank (A),0.13311598013741605,O,A,False
Eva Bechmann (Æ),Per Paludan Hansen (V),0.13307242963062021,Æ,V,False
Jens Otto Jarløv (B),Lone Loklindt (B),0.13279439445419564,B,B,True
Kim Christiansen (A),Tomas Munch Nielsen (F),0.13275201223912594,A,F,False
August Gade (F),Claude Teisen-Simony (T),0.13274487399531773,F,T,False
Malene Sandfeld (V),Nikolaj Rachdi Bührmann (F),0.1326800018936257,V,F,False
Jens Otto Jarløv (B),Søren Brønchenburg (C),0.1326266535014996,B,C,False
Jimmy Streit (C),Sofie Kümpel (A),0.13261763555378628,C,A,False
Peder Brandhof (C),Rasmus Edelberg (A),0.13256807643027593,C,A,False
Jesper Ronald Jensen (C),Joseph Favilla (I),0.13252542011082272,C,I,False
Gabriel Egholm Rasmussen (Ø),Kim Christiansen (A),0.13243356729701844,Ø,A,False
Preben Boldt (V),Thomas Frank (A),0.13242075223682923,V,A,False
Birgit Bech (Ø),Claude Teisen-Simony (T),0.13241707492070118,Ø,T,False
Ebbe Wendt Lorenzen (A),Sofie Kümpel (A),0.132283562820073,A,A,True
Lotte Kofoed (F),Nikolaj Rachdi Bührmann (F),0.13227711221299315,F,F,True
Anne Eggen (Ø),Lotte Kofoed (F),0.13223042653852732,Ø,F,False
Sofie Kümpel (A),Susanne Nørlund Munk (A),0.1320422417127658,A,A,True
Line Østergaard Olsen (I),Mia Michelle Haugaard (Ø),0.13192255233723468,I,Ø,False
Jan E. Jørgensen (V),Kim Christiansen (A),0.1319192930903799,V,A,False
Brian Holm (C),Tilde Nordin Dræger (Ø),0.13181018184823481,C,Ø,False
Kim Christiansen (A),Søren Brønchenburg (C),0.13178842151364892,A,C,False
Claude Teisen-Simony (T),Peter Kristiansen (F),0.13176117073263788,T,F,False
Anders Storgaard (C),Henrik Kragelund (C),0.13165213009715832,C,C,True
Marie Budtz Andersen (C),Søren Frost (V),0.13161979810004967,C,V,False
Mette Bram (Å),Thomas Frank (A),0.1315891412764838,Å,A,False
Annedorthe Kring (Å),Joseph Favilla (I),0.13158325554058767,Å,I,False
Brian Holm (C),Pil Yildiz (Ø),0.13138916095616296,C,Ø,False
Michella Lescher (F),Nikolaj Rachdi Bührmann (F),0.13128534821651172,F,F,True
Jesper Ronald Jensen (C),Mads Freund (M),0.13114822386731714,C,M,False
Brian Holm (C),Rasmus Holme (Ø),0.1310844360980799,C,Ø,False
Peter Kristiansen (F),Thomas Jean Nielsen (M),0.13081342857274972,F,M,False
Marie Budtz Andersen (C),Rasmus Holme (Ø),0.13076954252174192,C,Ø,False
Michella Lescher (F),Per Paludan Hansen (V),0.13071581164312074,F,V,False
Isabel Havndrup Aackmann (B),Thomas Mølgaard Andersen (Å),0.13066059721039422,B,Å,False
Anne Eggen (Ø),Laura Lindahl (C),0.13066052785558363,Ø,C,False
Nikolaj Rachdi Bührmann (F),Søren Brønchenburg (C),0.130553802311971,F,C,False
Anders Storgaard (C),Line Østergaard Olsen (I),0.13050003599158957,C,I,False
Janek Balling Majewicz (A),Malou Ananiassen (C),0.13041489719995783,A,C,False
Isabel Havndrup Aackmann (B),René Hülz (F),0.13038378472259748,B,F,False
Freja Fokdal (B),Søren Dahlstrøm (A),0.13036707357458605,B,A,False
Jens Otto Jarløv (B),Per Paludan Hansen (V),0.1303357742193831,B,V,False
Christian Ohm-Hieronymussen (V),Malte Mathies Løcke (A),0.13028330140240427,V,A,False
Birgit Bech (Ø),Brian Holm (C),0.13023897435992024,Ø,C,False
Birgit Bech (Ø),Silas T. H. Rasmussen (C),0.13023526822269865,Ø,C,False
Bjarke Bisgaard Yolal (F),René Hülz (F),0.12993609082625066,F,F,True
Palle Bisgaard (Ø),Per Paludan Hansen (V),0.12990886235646495,Ø,V,False
Michella Lescher (F),René Hülz (F),0.12989220975558602,F,F,True
Matthew Dawids (O),Søren Dahlstrøm (A),0.12987097981656726,O,A,False
Julius Lundsteen (F),Nikolaj Bøgh (C),0.1297908707012137,F,C,False
Per Odin Thiim Thim (E),Thomas Frank (A),0.12964482051594547,E,A,False
Palle Bisgaard (Ø),Peter Kristiansen (F),0.12945726399200094,Ø,F,False
Asbjørn Dalgaard (A),Mads Freund (M),0.12945446395326612,A,M,False
Emil Samaras (Ø),Janek Balling Majewicz (A),0.12941402491202295,Ø,A,False
Asbjørn Dalgaard (A),Silas T. H. Rasmussen (C),0.12937323985703866,A,C,False
Per Paludan Hansen (V),Rie Jakobsen (C),0.12936357022319672,V,C,False
Bjarke Bisgaard Yolal (F),Joseph Favilla (I),0.12928063417252525,F,I,False
Mads Simonsen (A),Palle Bisgaard (Ø),0.1292405279578023,A,Ø,False
Else Marie Thorgaard (C),Nikolaj Bøgh (C),0.1291904802895625,C,C,True
Mette Bram (Å),Nikolaj Rachdi Bührmann (F),0.12910777454123712,Å,F,False
Claude Teisen-Simony (T),Sofie Kümpel (A),0.1290186456966556,T,A,False
Anne Eggen (Ø),Lone Loklindt (B),0.12892514703534944,Ø,B,False
Michella Lescher (F),Silas T. H. Rasmussen (C),0.128891274492849,F,C,False
Janek Balling Majewicz (A),Kristoffer Appel (A),0.12862905349035916,A,A,True
Claude Teisen-Simony (T),Else Guldager (Ø),0.1282314442582166,T,Ø,False
Line Østergaard Olsen (I),Pil Yildiz (Ø),0.12820066127763588,I,Ø,False
Henrik Karl Hierl (I),Marie Budtz Andersen (C),0.12813482703453463,I,C,False
Peder Brandhof (C),Per Odin Thiim Thim (E),0.12810653186553003,C,E,False
Janek Balling Majewicz (A),Michella Lescher (F),0.12796771095309276,A,F,False
Elias Lederhaas (C),Jens Otto Jarløv (B),0.12793457497003882,C,B,False
Britt Dam (A),Mads Simonsen (A),0.12779685789687278,A,A,True
Gabriel Egholm Rasmussen (Ø),Jens Otto Jarløv (B),0.12770734939669182,Ø,B,False
Bianca Vitting (Ø),Thomas Frank (A),0.12769591060748903,Ø,A,False
Marie Budtz Andersen (C),Rasmus Edelberg (A),0.12762112262576886,C,A,False
Asbjørn Dalgaard (A),Thomas Frank (A),0.1274943418876367,A,A,True
Elias Lederhaas (C),Janek Balling Majewicz (A),0.1274941596838383,C,A,False
Freja Fokdal (B),Nikolaj Rachdi Bührmann (F),0.1274873674667889,B,F,False
Else Marie Thorgaard (C),Emil Samaras (Ø),0.12741140254390457,C,Ø,False
Claude Teisen-Simony (T),Henrik Kragelund (C),0.12737799111587472,T,C,False
Janek Balling Majewicz (A),Kim Hjerrild (Å),0.12737669056664003,A,Å,False
Mads Freund (M),Søren Brønchenburg (C),0.12737220653778375,M,C,False
Annedorthe Kring (Å),Henrik Kragelund (C),0.12711386344161696,Å,C,False
Bjarke Bisgaard Yolal (F),Else Marie Thorgaard (C),0.12707815427895872,F,C,False
Claude Teisen-Simony (T),Malte Mathies Løcke (A),0.12687744018418928,T,A,False
Thomas Mølgaard Andersen (Å),Tone Høybye (Ø),0.12684213931372335,Å,Ø,False
Claude Teisen-Simony (T),Marie Budtz Andersen (C),0.12682358152607637,T,C,False
Christian Ohm-Hieronymussen (V),Helle Sjelle (M),0.12676785440973498,V,M,False
Jesper Jerry Schou Nielsen (F),Susanne Nørlund Munk (A),0.1267463461536208,F,A,False
Line Østergaard Olsen (I),Søren Dahlstrøm (A),0.12663429555595843,I,A,False
Rasmus Holme (Ø),Søren Dahlstrøm (A),0.12642872272078767,Ø,A,False
Mads Freund (M),Søren Frost (V),0.12639289901511835,M,V,False
Anne Eggen (Ø),Susanne Nørlund Munk (A),0.12638598905194204,Ø,A,False
Anne Eggen (Ø),Merete Winther Hildebrandt (C),0.12620272805730898,Ø,C,False
Mads Freund (M),Thomas Jean Nielsen (M),0.12620200252007496,M,M,True
Brian Holm (C),Rikke Alice Bille (B),0.12618468085118698,C,B,False
Line Østergaard Olsen (I),Rie Jakobsen (C),0.12603566172979944,I,C,False
Casper Pedersen (V),Thomas Frank (A),0.12599786455184378,V,A,False
Gabriel Egholm Rasmussen (Ø),Joseph Favilla (I),0.1259657922490776,Ø,I,False
Jens Otto Jarløv (B),Peter Kristiansen (F),0.12587213835790306,B,F,False
Mads Freund (M),Tilde Nordin Dræger (Ø),0.12582358463093915,M,Ø,False
Asbjørn Dalgaard (A),René Hülz (F),0.12574365498152912,A,F,False
Jens Otto Jarløv (B),Søren Frost (V),0.12563589550145313,B,V,False
Else Marie Thorgaard (C),Tilde Nordin Dræger (Ø),0.12558010243755496,C,Ø,False
Kim Christiansen (A),Rie Jakobsen (C),0.1254325045735944,A,C,False
Jesper Ronald Jensen (C),Marie Budtz Andersen (C),0.1254133425747002,C,C,True
Gabriel Egholm Rasmussen (Ø),Sine Heltberg (A),0.1253939377025495,Ø,A,False
Kim Hjerrild (Å),Mads Simonsen (A),0.12523792817110693,Å,A,False
Julius Lundsteen (F),Tilde Nordin Dræger (Ø),0.1252104748518044,F,Ø,False
Silas T. H. Rasmussen (C),Tone Høybye (Ø),0.12483584823582014,C,Ø,False
Casper Pedersen (V),René Hülz (F),0.12477974842802453,V,F,False
Jens Otto Jarløv (B),Kim Hjerrild (Å),0.12459375768658407,B,Å,False
Joachim Høyrup (V),Silas T. H. Rasmussen (C),0.124533551523915,V,C,False
Ebbe Wendt Lorenzen (A),Peder Brandhof (C),0.1244060983851511,A,C,False
Kim Hjerrild (Å),Marie Budtz Andersen (C),0.12431280634057708,Å,C,False
Emil Samaras (Ø),Julius Lundsteen (F),0.12429329470742637,Ø,F,False
Janek Balling Majewicz (A),Jesper Ronald Jensen (C),0.12421855193350788,A,C,False
August Gade (F),Bettina Palle (I),0.12414825822990334,F,I,False
Janek Balling Majewicz (A),Vibeke Westh (A),0.1240368983120126,A,A,True
Sofie Kümpel (A),Søren Frost (V),0.12398546248564045,A,V,False
Isabel Havndrup Aackmann (B),Silas T. H. Rasmussen (C),0.12394559916955898,B,C,False
Anne Eggen (Ø),Matthew Dawids (O),0.12390905830507574,Ø,O,False
Claude Teisen-Simony (T),Michella Lescher (F),0.1237434456768645,T,F,False
Peder Brandhof (C),Rasmus Holme (Ø),0.12369779513682727,C,Ø,False
Christian Ohm-Hieronymussen (V),Lone Loklindt (B),0.12366299672656858,V,B,False
Lars Berg Andersen (I),Sofie Kümpel (A),0.1236137917005819,I,A,False
Kurt Pii (M),Mads Freund (M),0.12357978460385412,M,M,True
Nikolaj Rachdi Bührmann (F),Thomas Jean Nielsen (M),0.12348457351702669,F,M,False
Birgit Bech (Ø),Mads Simonsen (A),0.12335079203259712,Ø,A,False
Kristoffer Appel (A),Nikolaj Rachdi Bührmann (F),0.12322730024200693,A,F,False
Brian Holm (C),Henrik Kragelund (C),0.12320562306375298,C,C,True
Rie Jakobsen (C),Thomas Frank (A),0.12316013832877505,C,A,False
Per Paludan Hansen (V),Preben Boldt (V),0.1231526211330399,V,V,True
Anne Eggen (Ø),Claus Wagenblast-Franck (C),0.12312534797491333,Ø,C,False
Bettina Palle (I),Matthew Dawids (O),0.1231149312216767,I,O,False
Rune Rummel (A),Sine Heltberg (A),0.12311082455526663,A,A,True
Malte Mathies Løcke (A),Peter Kristiansen (F),0.1230113325504356,A,F,False
Henrik Kragelund (C),Sine Heltberg (A),0.12285965389059009,C,A,False
Kurt Pii (M),Thomas Mølgaard Andersen (Å),0.12285380557067155,M,Å,False
Ebbe Wendt Lorenzen (A),René Hülz (F),0.12275680027472002,A,F,False
Claude Teisen-Simony (T),Tina Jacobsen (C),0.12272529621464927,T,C,False
Peder Brandhof (C),Thomas Jean Nielsen (M),0.12264287571780874,C,M,False
Daniel Panduro (Ø),Mads Simonsen (A),0.122411478731062,Ø,A,False
Claude Teisen-Simony (T),Merete Winther Hildebrandt (C),0.12233788692569453,T,C,False
Rami Zouzou (C),Thomas Frank (A),0.12217482550449796,C,A,False
Mads Simonsen (A),Rie Jakobsen (C),0.12215310422463277,A,C,False
Per Odin Thiim Thim (E),Peter Kristiansen (F),0.1221269771803979,E,F,False
Nikolaj Bøgh (C),Peter Kristiansen (F),0.12208642080647734,C,F,False
Julius Lundsteen (F),Matthew Dawids (O),0.12205176771623753,F,O,False
Mads Freund (M),Rami Zouzou (C),0.12202251963899562,M,C,False
Søren Frost (V),Thomas Frank (A),0.12199375288730091,V,A,False
Joachim Høyrup (V),Nikolaj Rachdi Bührmann (F),0.12195287943379472,V,F,False
Michella Lescher (F),Thomas Mølgaard Andersen (Å),0.12191564322925953,F,Å,False
Rosa Agersnap Bone (Ø),Silas T. H. Rasmussen (C),0.1219139280484319,Ø,C,False
Casper Pedersen (V),Mads Simonsen (A),0.12182050375239337,V,A,False
David Michael Gerschwald (O),Line Østergaard Olsen (I),0.1216748424081633,O,I,False
René Hülz (F),Vibeke Westh (A),0.1216723367895822,F,A,False
Lars Berg Andersen (I),Per Paludan Hansen (V),0.12165170621334948,I,V,False
Bjarke Bisgaard Yolal (F),Brian Holm (C),0.12140277899873197,F,C,False
Jacob Rosenberg (C),Peder Brandhof (C),0.12124078968309758,C,C,True
Nikolaj Rachdi Bührmann (F),Rikke Alice Bille (B),0.1212143770583409,F,B,False
Annedorthe Kring (Å),Claude Teisen-Simony (T),0.12111312110307106,Å,T,False
Eva Bechmann (Æ),Thomas Mølgaard Andersen (Å),0.12107422289260635,Æ,Å,False
Britt Dam (A),Jens Otto Jarløv (B),0.12102437158065339,A,B,False
Marie Budtz Andersen (C),Nikolaj Bøgh (C),0.12094448592988097,C,C,True
Jan E. Jørgensen (V),Søren Dahlstrøm (A),0.12088409483559834,V,A,False
Anne Eggen (Ø),Ebbe Wendt Lorenzen (A),0.12079336398228996,Ø,A,False
Janek Balling Majewicz (A),Preben Boldt (V),0.1207458358558298,A,V,False
Søren Dahlstrøm (A),Vibeke Westh (A),0.12068873397609442,A,A,True
Jesper Ronald Jensen (C),Per Paludan Hansen (V),0.12056818040158264,C,V,False
